dataset,layer_name,layer_idx,angular_distance,type
Cars,model.visual.transformer.resblocks.3.mlp.c_fc,22,0.048063974827528,drift
Cars,model.visual.transformer.resblocks.3.mlp.c_fc,22,0.25822949409484863,tot
Cars,model.visual.transformer.resblocks.3.mlp.c_fc,22,-0.086534783244133,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.3.mlp.c_fc,22,-0.03951422497630119,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.3.mlp.c_proj,23,0.09641581028699875,cross
Cars,model.visual.transformer.resblocks.3.mlp.c_proj,23,0.1233607828617096,corr
Cars,model.visual.transformer.resblocks.3.mlp.c_proj,23,0.03318865969777107,drift
Cars,model.visual.transformer.resblocks.3.mlp.c_proj,23,0.1389678567647934,tot
Cars,model.visual.transformer.resblocks.3.mlp.c_proj,23,-0.09157877415418625,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.3.mlp.c_proj,23,-0.02241862192749977,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.4.attn.q,24,0.2023642510175705,cross
Cars,model.visual.transformer.resblocks.4.attn.q,24,0.21328604221343994,corr
Cars,model.visual.transformer.resblocks.4.attn.q,24,0.0469837412238121,drift
Cars,model.visual.transformer.resblocks.4.attn.q,24,0.31099534034729004,tot
Cars,model.visual.transformer.resblocks.4.attn.q,24,-0.11167106032371521,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.4.attn.q,24,-0.03996763378381729,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.4.attn.k,25,0.1723392903804779,cross
Cars,model.visual.transformer.resblocks.4.attn.k,25,0.28574690222740173,corr
Cars,model.visual.transformer.resblocks.4.attn.k,25,0.047061339020729065,drift
Cars,model.visual.transformer.resblocks.4.attn.k,25,0.3353404104709625,tot
Cars,model.visual.transformer.resblocks.4.attn.k,25,-0.12795105576515198,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.4.attn.k,25,-0.0418560653924942,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.4.attn.v,26,0.1988840401172638,cross
Cars,model.visual.transformer.resblocks.4.attn.v,26,0.3683664798736572,corr
Cars,model.visual.transformer.resblocks.4.attn.v,26,0.04693818464875221,drift
Cars,model.visual.transformer.resblocks.4.attn.v,26,0.3062194883823395,tot
Cars,model.visual.transformer.resblocks.4.attn.v,26,-0.26432403922080994,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.4.attn.v,26,-0.04364517703652382,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.4.attn.o,27,0.1526469588279724,cross
Cars,model.visual.transformer.resblocks.4.attn.o,27,0.24616830050945282,corr
Cars,model.visual.transformer.resblocks.4.attn.o,27,0.06868322938680649,drift
Cars,model.visual.transformer.resblocks.4.attn.o,27,0.28829798102378845,tot
Cars,model.visual.transformer.resblocks.4.attn.o,27,-0.11503350734710693,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.4.attn.o,27,-0.06416700035333633,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.4.mlp.c_fc,28,0.10239631682634354,cross
Cars,model.visual.transformer.resblocks.4.mlp.c_fc,28,0.22240044176578522,corr
Cars,model.visual.transformer.resblocks.4.mlp.c_fc,28,0.051776617765426636,drift
Cars,model.visual.transformer.resblocks.4.mlp.c_fc,28,0.1822526603937149,tot
Cars,model.visual.transformer.resblocks.4.mlp.c_fc,28,-0.15298551321029663,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.4.mlp.c_fc,28,-0.04133519530296326,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.4.mlp.c_proj,29,0.08725988864898682,cross
Cars,model.visual.transformer.resblocks.4.mlp.c_proj,29,0.13159456849098206,corr
Cars,model.visual.transformer.resblocks.4.mlp.c_proj,29,0.047495197504758835,drift
Cars,model.visual.transformer.resblocks.4.mlp.c_proj,29,0.13972118496894836,tot
Cars,model.visual.transformer.resblocks.4.mlp.c_proj,29,-0.0851726084947586,$\delta_\text{gsc}$
