dataset,layer_name,layer_idx,angular_distance,type
qasc,transformer.encoder.block.3.layer.1.DenseReluDense.wo,23,0.2096545547246933,cross
qasc,transformer.encoder.block.3.layer.1.DenseReluDense.wo,23,0.2906414866447449,corr
qasc,transformer.encoder.block.3.layer.1.DenseReluDense.wo,23,0.07575166970491409,drift
qasc,transformer.encoder.block.3.layer.1.DenseReluDense.wo,23,0.33192968368530273,tot
qasc,transformer.encoder.block.3.layer.1.DenseReluDense.wo,23,-0.16264672577381134,$\delta_\text{gsc}$
qasc,transformer.encoder.block.3.layer.1.DenseReluDense.wo,23,-0.08147130161523819,$\delta_\text{ssc}$
qasc,transformer.encoder.block.4.layer.0.SelfAttention.q,24,0.3387647867202759,cross
qasc,transformer.encoder.block.4.layer.0.SelfAttention.q,24,0.424803227186203,corr
qasc,transformer.encoder.block.4.layer.0.SelfAttention.q,24,0.38270193338394165,drift
qasc,transformer.encoder.block.4.layer.0.SelfAttention.q,24,0.3978608250617981,tot
qasc,transformer.encoder.block.4.layer.0.SelfAttention.q,24,-0.2745910882949829,$\delta_\text{gsc}$
qasc,transformer.encoder.block.4.layer.0.SelfAttention.q,24,-0.4738180339336395,$\delta_\text{ssc}$
qasc,transformer.encoder.block.4.layer.0.SelfAttention.k,25,0.26700156927108765,cross
qasc,transformer.encoder.block.4.layer.0.SelfAttention.k,25,0.4339796304702759,corr
qasc,transformer.encoder.block.4.layer.0.SelfAttention.k,25,0.3852604031562805,drift
qasc,transformer.encoder.block.4.layer.0.SelfAttention.k,25,0.3908970355987549,tot
qasc,transformer.encoder.block.4.layer.0.SelfAttention.k,25,-0.22467875480651855,$\delta_\text{gsc}$
qasc,transformer.encoder.block.4.layer.0.SelfAttention.k,25,-0.4706658124923706,$\delta_\text{ssc}$
qasc,transformer.encoder.block.4.layer.0.SelfAttention.v,26,0.19836141169071198,cross
qasc,transformer.encoder.block.4.layer.0.SelfAttention.v,26,0.4480469524860382,corr
qasc,transformer.encoder.block.4.layer.0.SelfAttention.v,26,0.38802874088287354,drift
qasc,transformer.encoder.block.4.layer.0.SelfAttention.v,26,0.3244694173336029,tot
qasc,transformer.encoder.block.4.layer.0.SelfAttention.v,26,-0.2560427188873291,$\delta_\text{gsc}$
qasc,transformer.encoder.block.4.layer.0.SelfAttention.v,26,-0.4539249539375305,$\delta_\text{ssc}$
qasc,transformer.encoder.block.4.layer.0.SelfAttention.o,27,0.24215780198574066,cross
qasc,transformer.encoder.block.4.layer.0.SelfAttention.o,27,0.23243921995162964,corr
qasc,transformer.encoder.block.4.layer.0.SelfAttention.o,27,0.18687181174755096,drift
qasc,transformer.encoder.block.4.layer.0.SelfAttention.o,27,0.2876928746700287,tot
qasc,transformer.encoder.block.4.layer.0.SelfAttention.o,27,-0.23966087400913239,$\delta_\text{gsc}$
qasc,transformer.encoder.block.4.layer.0.SelfAttention.o,27,-0.1341150850057602,$\delta_\text{ssc}$
qasc,transformer.encoder.block.4.layer.1.DenseReluDense.wi,28,0.23179198801517487,cross
qasc,transformer.encoder.block.4.layer.1.DenseReluDense.wi,28,0.24170897901058197,corr
qasc,transformer.encoder.block.4.layer.1.DenseReluDense.wi,28,0.2127319872379303,drift
qasc,transformer.encoder.block.4.layer.1.DenseReluDense.wi,28,0.3063899278640747,tot
qasc,transformer.encoder.block.4.layer.1.DenseReluDense.wi,28,-0.10688090324401855,$\delta_\text{gsc}$
qasc,transformer.encoder.block.4.layer.1.DenseReluDense.wi,28,-0.27296212315559387,$\delta_\text{ssc}$
qasc,transformer.encoder.block.4.layer.1.DenseReluDense.wo,29,0.15829409658908844,cross
qasc,transformer.encoder.block.4.layer.1.DenseReluDense.wo,29,0.18988686800003052,corr
qasc,transformer.encoder.block.4.layer.1.DenseReluDense.wo,29,0.04391872137784958,drift
qasc,transformer.encoder.block.4.layer.1.DenseReluDense.wo,29,0.18820366263389587,tot
qasc,transformer.encoder.block.4.layer.1.DenseReluDense.wo,29,-0.1558728814125061,$\delta_\text{gsc}$
qasc,transformer.encoder.block.4.layer.1.DenseReluDense.wo,29,-0.04802314192056656,$\delta_\text{ssc}$
qasc,transformer.encoder.block.5.layer.0.SelfAttention.q,30,0.34679490327835083,cross
qasc,transformer.encoder.block.5.layer.0.SelfAttention.q,30,0.4384285807609558,corr
qasc,transformer.encoder.block.5.layer.0.SelfAttention.q,30,0.383092999458313,drift
qasc,transformer.encoder.block.5.layer.0.SelfAttention.q,30,0.4139006733894348,tot
qasc,transformer.encoder.block.5.layer.0.SelfAttention.q,30,-0.30267322063446045,$\delta_\text{gsc}$
qasc,transformer.encoder.block.5.layer.0.SelfAttention.q,30,-0.45174258947372437,$\delta_\text{ssc}$
qasc,transformer.encoder.block.5.layer.0.SelfAttention.k,31,0.2650616765022278,cross
qasc,transformer.encoder.block.5.layer.0.SelfAttention.k,31,0.44023919105529785,corr
qasc,transformer.encoder.block.5.layer.0.SelfAttention.k,31,0.3859962224960327,drift
qasc,transformer.encoder.block.5.layer.0.SelfAttention.k,31,0.42302876710891724,tot
qasc,transformer.encoder.block.5.layer.0.SelfAttention.k,31,-0.20629790425300598,$\delta_\text{gsc}$
qasc,transformer.encoder.block.5.layer.0.SelfAttention.k,31,-0.46197041869163513,$\delta_\text{ssc}$
qasc,transformer.encoder.block.5.layer.0.SelfAttention.v,32,0.25335103273391724,cross
qasc,transformer.encoder.block.5.layer.0.SelfAttention.v,32,0.44979846477508545,corr
qasc,transformer.encoder.block.5.layer.0.SelfAttention.v,32,0.3859627842903137,drift
qasc,transformer.encoder.block.5.layer.0.SelfAttention.v,32,0.27810055017471313,tot
qasc,transformer.encoder.block.5.layer.0.SelfAttention.v,32,-0.3626008927822113,$\delta_\text{gsc}$
qasc,transformer.encoder.block.5.layer.0.SelfAttention.v,32,-0.44841083884239197,$\delta_\text{ssc}$
qasc,transformer.encoder.block.5.layer.0.SelfAttention.o,33,0.23199094831943512,cross
qasc,transformer.encoder.block.5.layer.0.SelfAttention.o,33,0.22980040311813354,corr
qasc,transformer.encoder.block.5.layer.0.SelfAttention.o,33,0.22067667543888092,drift
qasc,transformer.encoder.block.5.layer.0.SelfAttention.o,33,0.2728929817676544,tot
