dataset,layer_name,step,cosine_similarity,type
Cars,image_encoder.model.visual.transformer.resblocks.4.attn.o,1400,0.9724487066268921,cross
Cars,image_encoder.model.visual.transformer.resblocks.4.attn,1400,0.9884490966796875,cross
Cars,image_encoder.model.visual.transformer.resblocks.4.mlp.c_fc,1400,0.9905222654342651,cross
Cars,image_encoder.model.visual.transformer.resblocks.4.mlp.c_proj,1400,0.9907124042510986,cross
Cars,image_encoder.model.visual.transformer.resblocks.5.attn.q,1400,0.9929097294807434,cross
Cars,image_encoder.model.visual.transformer.resblocks.5.attn.k,1400,0.9929097294807434,cross
Cars,image_encoder.model.visual.transformer.resblocks.5.attn.v,1400,0.9929097294807434,cross
Cars,image_encoder.model.visual.transformer.resblocks.5.attn.o,1400,0.9687602519989014,cross
Cars,image_encoder.model.visual.transformer.resblocks.5.attn,1400,0.9929097294807434,cross
Cars,image_encoder.model.visual.transformer.resblocks.5.mlp.c_fc,1400,0.9927849173545837,cross
Cars,image_encoder.model.visual.transformer.resblocks.5.mlp.c_proj,1400,0.9934144020080566,cross
Cars,image_encoder.model.visual.transformer.resblocks.6.attn.q,1400,0.9898391962051392,cross
Cars,image_encoder.model.visual.transformer.resblocks.6.attn.k,1400,0.9898391962051392,cross
